277;-285;2768
4176;978;-2861
-2828;-3595;1378
-4373;4530;3342
-4828;3198;2875
1969;-5021;-1400
3667;-4314;1607
-79;-4092;-4512
-4868;-2450;1009
-192;567;-557
1641;2569;1016
4582;-1599;2916
-1548;-809;-3699
2813;-687;-279
-3373;-3375;-4034
1795;-4876;3741
-3187;-4925;-1844
-1235;293;391
-2233;1363;-587
3987;1418;-1197
-4226;-89;-1159
-3527;-1222;3514
-2216;4044;1510
619;-3604;2542
